regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000139372	ENSG00000197956	0.0880561	-0.00208634	1	-nan
ENSG00000139372	ENSG00000197769	2.11317e-06	0.00159392	1	-nan
ENSG00000139372	ENSG00000197635	0.0532599	0.0112537	1	-nan
ENSG00000139372	ENSG00000189227	0.131007	0.0511161	1	-nan
ENSG00000139372	ENSG00000188732	0.0776529	0.0305825	1	-nan
ENSG00000139372	ENSG00000188483	0.123031	0.0520628	1	-nan
ENSG00000139372	ENSG00000188343	0.0993057	0.0391076	1	-nan
ENSG00000139372	ENSG00000188342	0.176582	0.0680105	1	-nan
ENSG00000139372	ENSG00000188153	0.0543899	0.0292175	1	-nan
ENSG00000139372	ENSG00000187676	0.0151035	0.0162465	1	-nan
ENSG00000139372	ENSG00000184384	0.112958	0.0520959	1	-nan
ENSG00000139372	ENSG00000181704	0.183347	0.0575576	1	-nan
ENSG00000139372	ENSG00000178996	0.0536839	0.0240334	1	-nan
ENSG00000139372	ENSG00000177200	0.21059	0.0545239	1	-nan
ENSG00000139372	ENSG00000175595	0.0470699	0.0320929	1	-nan
ENSG00000139372	ENSG00000174437	0.162793	0.0661708	1	-nan
ENSG00000139372	ENSG00000132405	0.0839517	0.040288	1	-nan
ENSG00000139372	ENSG00000132394	0.0606913	0.0283424	1	-nan
ENSG00000139372	ENSG00000132359	0.0275251	0.0200612	1	-nan
ENSG00000139372	ENSG00000131943	0.0751588	0.0277617	1	-nan
ENSG00000139372	ENSG00000131174	0.170952	0.0106888	1	-nan
ENSG00000139372	ENSG00000130299	0.0563795	0.0283505	1	-nan
ENSG00000139372	ENSG00000130021	0.066551	0.0309073	1	-nan
ENSG00000139372	ENSG00000128641	0.0979212	0.0499448	1	-nan
ENSG00000139372	ENSG00000128607	0.110881	0.0416468	1	-nan
ENSG00000139372	ENSG00000127952	0.121289	0.0385111	1	-nan
ENSG00000139372	ENSG00000121440	0.0300478	0.0142195	2	-nan
ENSG00000139372	ENSG00000119314	0.171492	0.0719699	1	-nan
ENSG00000139372	ENSG00000117222	0.0753968	0.039608	1	-nan
ENSG00000139372	ENSG00000116752	0.211933	0.0674252	1	-nan
ENSG00000139372	ENSG00000116161	0.237238	0.081278	1	-nan
ENSG00000139372	ENSG00000115760	0.165769	0.0554927	1	-nan
ENSG00000139372	ENSG00000115415	0.132991	0.0521975	1	-nan
ENSG00000139372	ENSG00000115138	0.0246082	0.015699	1	-nan
ENSG00000139372	ENSG00000115084	0.146801	0.0420098	2	-nan
ENSG00000139372	ENSG00000114023	0.231123	0.0541186	1	-nan
ENSG00000139372	ENSG00000114019	0.118326	0.0571429	1	-nan
ENSG00000139372	ENSG00000112983	0.130678	0.0593819	1	-nan
ENSG00000139372	ENSG00000111361	0.1385	0.0416678	1	-nan
ENSG00000139372	ENSG00000111275	0.181017	0.0457562	1	-nan
ENSG00000139372	ENSG00000110906	0.0768643	0.02395	1	-nan
ENSG00000139372	ENSG00000110536	0.136777	0.0509117	1	-nan
ENSG00000139372	ENSG00000108651	0.136869	0.0570326	1	-nan
ENSG00000139372	ENSG00000108587	0.178878	0.0564269	2	-nan
ENSG00000139372	ENSG00000107262	0.190979	0.0721671	1	-nan
ENSG00000139372	ENSG00000106537	0.152041	0.0516936	2	-nan
ENSG00000139372	ENSG00000080371	0.158385	0.0594077	2	-nan
ENSG00000139372	ENSG00000080345	0.158103	0.074627	1	-nan
ENSG00000139372	ENSG00000079257	0.0789971	0.0271279	1	-nan
ENSG00000139372	ENSG00000076770	0.0514294	0.031994	1	-nan
ENSG00000139372	ENSG00000073712	0.116079	0.0449766	1	-nan
ENSG00000139372	ENSG00000069849	0.149244	0.0511867	1	-nan
ENSG00000139372	ENSG00000069509	0.130434	0.0466905	2	-nan
ENSG00000139372	ENSG00000066382	0.0367144	0.0281869	2	-nan
ENSG00000139372	ENSG00000065183	0.065621	0.0352235	1	-nan
ENSG00000139372	ENSG00000061676	0.199672	0.0593281	1	-nan
ENSG00000139372	ENSG00000011638	0.122059	0.0333962	1	-nan
ENSG00000139372	ENSG00000032219	0.149798	0.0619403	1	-nan
ENSG00000139372	ENSG00000036549	0.122741	0.0407405	1	-nan
ENSG00000139372	ENSG00000081019	0.137653	0.0447857	2	-nan
ENSG00000139372	ENSG00000085733	0.203478	0.0464321	1	-nan
ENSG00000139372	ENSG00000086062	0.143289	0.0365301	1	-nan
ENSG00000139372	ENSG00000086200	0.0501732	0.0234329	1	-nan
ENSG00000139372	ENSG00000088367	0.0841751	0.0261209	1	-nan
ENSG00000139372	ENSG00000089335	0.0970675	0.0344897	1	-nan
ENSG00000139372	ENSG00000090612	0.0487374	0.0195125	1	-nan
ENSG00000139372	ENSG00000099204	0.144784	0.0260168	1	-nan
ENSG00000139372	ENSG00000100106	0.144268	0.0460693	1	-nan
ENSG00000139372	ENSG00000100360	0.127283	0.0468425	1	-nan
ENSG00000139372	ENSG00000100442	0.249325	0.0697224	2	-nan
ENSG00000139372	ENSG00000100485	0.0821946	0.0332958	1	-nan
ENSG00000139372	ENSG00000100592	0.162927	0.0589794	1	-nan
ENSG00000139372	ENSG00000100796	0.167957	0.0549388	2	-nan
ENSG00000139372	ENSG00000100979	0.107666	0.0391996	1	-nan
ENSG00000139372	ENSG00000101901	0.178715	0.056893	1	-nan
ENSG00000139372	ENSG00000102393	0.110912	0.0445914	1	-nan
ENSG00000139372	ENSG00000103222	0.0589701	0.0278227	1	-nan
ENSG00000139372	ENSG00000104660	0.174681	0.0439537	1	-nan
ENSG00000139372	ENSG00000104812	0.0694135	0.0382502	1	-nan
ENSG00000139372	ENSG00000105649	0.00762649	0.0040322	1	-nan
ENSG00000139372	ENSG00000105671	0.141676	0.0594069	1	-nan
ENSG00000139372	ENSG00000105810	0.096377	0.0440865	1	-nan
ENSG00000139372	ENSG00000133193	0.128054	0.049755	1	-nan
ENSG00000139372	ENSG00000133265	0.147547	0.0675962	1	-nan
ENSG00000139372	ENSG00000133874	0.0308722	0.00961805	1	-nan
ENSG00000139372	ENSG00000134056	0.262325	0.0544754	1	-nan
ENSG00000139372	ENSG00000134057	0.0670495	0.0456994	1	-nan
ENSG00000139372	ENSG00000134318	0.123705	0.0576219	1	-nan
ENSG00000139372	ENSG00000134709	0.167517	0.0710495	1	-nan
ENSG00000139372	ENSG00000135503	0.0785367	0.0424562	1	-nan
ENSG00000139372	ENSG00000136068	0.149761	0.0488351	1	-nan
ENSG00000139372	ENSG00000136231	0.0543847	0.0315356	1	-nan
ENSG00000139372	ENSG00000137413	0.0858347	0.04025	1	-nan
ENSG00000139372	ENSG00000137806	0.0876175	0.0288115	1	-nan
ENSG00000139372	ENSG00000137880	0.141049	0.0397318	2	-nan
ENSG00000139372	ENSG00000137947	0.185515	0.0582009	1	-nan
ENSG00000139372	ENSG00000138035	0.08877	0.0459582	1	-nan
ENSG00000139372	ENSG00000140396	0.109287	0.03169	1	-nan
ENSG00000139372	ENSG00000140905	0.130065	0.0646715	1	-nan
ENSG00000139372	ENSG00000141424	0.15086	0.0622493	1	-nan
ENSG00000139372	ENSG00000142556	0.0269605	0.0155384	2	-nan
ENSG00000139372	ENSG00000143578	0.0801641	0.0422617	1	-nan
ENSG00000139372	ENSG00000143793	0.170831	0.0582232	1	-nan
ENSG00000139372	ENSG00000143924	0.202211	0.0732015	1	-nan
ENSG00000139372	ENSG00000144736	0.0641444	0.0228822	2	-nan
ENSG00000139372	ENSG00000145782	0.200992	0.0692187	2	-nan
ENSG00000139372	ENSG00000146233	0.0210577	0.015674	1	-nan
ENSG00000139372	ENSG00000146376	0.131871	0.0474263	1	-nan
ENSG00000139372	ENSG00000147027	0.0465908	0.0355234	1	-nan
ENSG00000139372	ENSG00000147854	0.100851	0.0344678	1	-nan
ENSG00000139372	ENSG00000148019	0.0632084	0.039851	1	-nan
ENSG00000139372	ENSG00000152193	0.0462069	0.024806	1	-nan
ENSG00000139372	ENSG00000152492	0.170616	0.0559773	1	-nan
ENSG00000139372	ENSG00000156256	0.191337	0.0716276	1	-nan
ENSG00000139372	ENSG00000157036	0.0295656	0.0174702	1	-nan
ENSG00000139372	ENSG00000160714	0.11141	0.0363268	2	-nan
ENSG00000139372	ENSG00000160789	0.160795	0.0567799	1	-nan
ENSG00000139372	ENSG00000161011	0.177955	0.0281502	1	-nan
ENSG00000139372	ENSG00000162869	0.0878684	0.0343518	1	-nan
ENSG00000139372	ENSG00000163947	0.0843158	0.0157862	1	-nan
ENSG00000139372	ENSG00000164258	0.266787	0.0459445	1	-nan
ENSG00000139372	ENSG00000164332	0.11406	0.0503641	1	-nan
ENSG00000139372	ENSG00000164967	0.136856	0.048239	1	-nan
ENSG00000139372	ENSG00000165507	0.0553609	0.0154014	1	-nan
ENSG00000139372	ENSG00000165912	0.09163	0.0273363	1	-nan
ENSG00000139372	ENSG00000166946	0.164011	0.0330006	1	-nan
ENSG00000139372	ENSG00000166974	0.0727727	0.0292806	1	-nan
ENSG00000139372	ENSG00000167183	0.0526476	0.0423617	1	-nan
ENSG00000139372	ENSG00000167553	0.174076	0.0606769	1	-nan
ENSG00000139372	ENSG00000167842	0.0788419	0.0322348	1	-nan
ENSG00000139372	ENSG00000168028	0.0779777	0.0302843	1	-nan
ENSG00000139372	ENSG00000168672	0.110122	0.0359813	1	-nan
ENSG00000139372	ENSG00000168818	0.113065	0.0588475	1	-nan
ENSG00000139372	ENSG00000169660	0.062793	0.0301567	1	-nan
ENSG00000139372	ENSG00000170540	0.211143	0.050034	1	-nan
ENSG00000139372	ENSG00000170946	0.0363292	0.0168916	1	-nan
ENSG00000139372	ENSG00000172366	0.154245	0.0609501	1	-nan
ENSG00000139372	ENSG00000172878	0.0398313	0.0221589	1	-nan
ENSG00000139372	ENSG00000173334	0.133139	0.055118	1	-nan
ENSG00000139372	ENSG00000173451	0.089678	0.0472188	2	-nan
ENSG00000139372	ENSG00000173889	0.0990233	0.0372586	1	-nan
ENSG00000115548	ENSG00000255837	2.00525e-07	-5.7659e-05	1	-nan
ENSG00000115548	ENSG00000244486	4.33327e-07	0.0122179	1	-nan
ENSG00000115548	ENSG00000231389	1.52097e-07	-0.00827223	1	-nan
ENSG00000115548	ENSG00000213347	0.0103648	0.0188012	1	-nan
ENSG00000115548	ENSG00000212907	0.0637453	0.0890186	1	-nan
ENSG00000115548	ENSG00000205364	0.0197018	0.02134	1	-nan
ENSG00000115548	ENSG00000205213	0.09509	0.0666763	1	-nan
ENSG00000115548	ENSG00000205078	0.0506763	0.0241522	1	-nan
ENSG00000115548	ENSG00000204592	0.105552	0.00821349	1	-nan
ENSG00000115548	ENSG00000204389	0.0774967	0.0163074	1	-nan
ENSG00000115548	ENSG00000204388	0.0468397	0.0153159	2	-nan
ENSG00000115548	ENSG00000204267	0.0406825	0.0237604	1	-nan
ENSG00000115548	ENSG00000198730	0.11277	0.0601351	1	-nan
ENSG00000115548	ENSG00000198380	0.118738	0.0521219	1	-nan
ENSG00000115548	ENSG00000197616	1.62933e-05	-0.00942088	1	-nan
ENSG00000115548	ENSG00000197535	2.31421e-05	0.0161744	1	-nan
ENSG00000115548	ENSG00000196923	0.0462272	0.0302033	1	-nan
ENSG00000115548	ENSG00000196636	0.122659	0.0310461	1	-nan
ENSG00000115548	ENSG00000196605	0.0274472	0.0197336	1	-nan
ENSG00000115548	ENSG00000188706	0.0893195	0.0568967	1	-nan
ENSG00000115548	ENSG00000188486	0.0972151	0.0526897	1	-nan
ENSG00000115548	ENSG00000188100	0.00746126	0.0156018	1	-nan
ENSG00000115548	ENSG00000186010	0.116638	0.0280544	1	-nan
ENSG00000115548	ENSG00000185133	4.6075e-09	0.00610629	1	-nan
ENSG00000115548	ENSG00000185122	0.129379	0.0430739	1	-nan
ENSG00000115548	ENSG00000183828	0.103643	0.0425133	1	-nan
ENSG00000115548	ENSG00000183808	0.0488293	0.0317251	1	-nan
ENSG00000115548	ENSG00000183735	0.07896	0.0364529	1	-nan
ENSG00000115548	ENSG00000182287	0.0725469	0.0544354	1	-nan
ENSG00000115548	ENSG00000181143	0.0330674	0.04653	1	-nan
ENSG00000115548	ENSG00000180767	2.55361e-05	0.00858512	1	-nan
ENSG00000115548	ENSG00000179912	0.109281	0.0494023	1	-nan
ENSG00000115548	ENSG00000179387	0.0808586	0.0355008	3	-nan
ENSG00000115548	ENSG00000178105	0.0816194	0.0413938	1	-nan
ENSG00000115548	ENSG00000177885	0.151097	0.0485805	1	-nan
ENSG00000115548	ENSG00000176454	0.0497135	0.0386919	1	-nan
ENSG00000115548	ENSG00000175928	2.15934e-05	0.00854581	1	-nan
ENSG00000115548	ENSG00000174437	0.122237	0.0708819	1	-nan
ENSG00000115548	ENSG00000131873	0.0551177	0.0154817	1	-nan
ENSG00000115548	ENSG00000130449	0.0853473	0.0596091	1	-nan
ENSG00000115548	ENSG00000130119	0.0288197	0.016659	1	-nan
ENSG00000115548	ENSG00000129933	0.0635807	0.0313164	1	-nan
ENSG00000115548	ENSG00000129595	0.050764	0.028311	1	-nan
ENSG00000115548	ENSG00000127946	0.0671739	0.0375946	1	-nan
ENSG00000115548	ENSG00000127511	0.0795874	0.0380603	1	-nan
ENSG00000115548	ENSG00000126698	0.137068	0.0338912	1	-nan
ENSG00000115548	ENSG00000126581	0.103731	0.0285007	1	-nan
ENSG00000115548	ENSG00000125863	0.107598	0.00393432	1	-nan
ENSG00000115548	ENSG00000124491	9.26433e-07	-0.00187788	1	-nan
ENSG00000115548	ENSG00000123219	0.0284572	0.0260943	1	-nan
ENSG00000115548	ENSG00000122417	0.125449	0.057554	1	-nan
ENSG00000115548	ENSG00000121005	0.0460008	0.0251665	1	-nan
ENSG00000115548	ENSG00000120885	0.090229	-0.0225098	1	-nan
ENSG00000115548	ENSG00000120705	0.137504	0.0608675	1	-nan
ENSG00000115548	ENSG00000120549	0.0971625	0.0799657	1	-nan
ENSG00000115548	ENSG00000119242	0.0623739	0.0408	1	-nan
ENSG00000115548	ENSG00000118523	0.0518488	0.0502628	1	-nan
ENSG00000115548	ENSG00000116127	0.042697	0.03778	1	-nan
ENSG00000115548	ENSG00000114933	0.083275	0.0608331	1	-nan
ENSG00000115548	ENSG00000112787	0.0708327	0.0352989	1	-nan
ENSG00000115548	ENSG00000112309	1.86568e-05	0.00656096	1	-nan
ENSG00000115548	ENSG00000112159	0.0801152	0.0544667	2	-nan
ENSG00000115548	ENSG00000111642	0.116844	0.0643673	1	-nan
ENSG00000115548	ENSG00000110799	2.00982e-05	0.00807513	1	-nan
ENSG00000115548	ENSG00000110693	0.0806477	0.0631644	1	-nan
ENSG00000115548	ENSG00000110237	0.0344965	0.032605	1	-nan
ENSG00000115548	ENSG00000109920	0.126291	0.076212	1	-nan
ENSG00000115548	ENSG00000109083	0.123966	0.037461	1	-nan
ENSG00000115548	ENSG00000108509	0.0306971	0.0166473	1	-nan
ENSG00000115548	ENSG00000107551	0.0414562	0.0365044	1	-nan
ENSG00000115548	ENSG00000106605	0.104405	0.035197	1	-nan
ENSG00000115548	ENSG00000080345	0.118895	0.0656004	2	-nan
ENSG00000115548	ENSG00000080298	0.0553824	0.037617	1	-nan
ENSG00000115548	ENSG00000077254	0.133232	0.0706295	1	-nan
ENSG00000115548	ENSG00000075420	0.109452	0.0744104	1	-nan
ENSG00000115548	ENSG00000075399	0.0316339	0.0168017	2	-nan
ENSG00000115548	ENSG00000072864	0.0386015	0.0243435	1	-nan
ENSG00000115548	ENSG00000070087	0.083876	0.0273471	1	-nan
ENSG00000115548	ENSG00000069849	0.12156	0.00188921	1	-nan
ENSG00000115548	ENSG00000068912	0.131077	0.0490948	2	-nan
ENSG00000115548	ENSG00000068724	0.0433426	0.0301876	1	-nan
ENSG00000115548	ENSG00000054523	0.111062	0.0716109	1	-nan
ENSG00000115548	ENSG00000054179	0.014455	0.0182867	1	-nan
ENSG00000115548	ENSG00000012048	4.81573e-05	0.0155058	1	-nan
ENSG00000115548	ENSG00000007341	0.0585799	0.0286103	1	-nan
ENSG00000115548	ENSG00000007202	0.068018	0.0457367	1	-nan
ENSG00000115548	ENSG00000005020	0.0952109	0.0283482	1	-nan
ENSG00000115548	ENSG00000001617	0.0367473	0.0266259	1	-nan
ENSG00000115548	ENSG00000000003	0.100724	0.0455393	1	-nan
ENSG00000115548	ENSG00000001630	0.055142	0.0424054	1	-nan
ENSG00000115548	ENSG00000023041	0.0964923	0.0395623	1	-nan
ENSG00000115548	ENSG00000023445	0.0383186	0.0405902	1	-nan
ENSG00000115548	ENSG00000023516	0.086488	0.0435406	1	-nan
ENSG00000115548	ENSG00000081026	0.0647999	0.0464811	1	-nan
ENSG00000115548	ENSG00000083857	0.0882417	0.0653655	1	-nan
ENSG00000115548	ENSG00000088205	0.160719	0.0257635	1	-nan
ENSG00000115548	ENSG00000088766	0.0921916	0.0368122	1	-nan
ENSG00000115548	ENSG00000096696	0.0907916	0.0752303	1	-nan
ENSG00000115548	ENSG00000100100	0.0469315	0.0105118	1	-nan
ENSG00000115548	ENSG00000100413	0.0551578	0.0107927	1	-nan
ENSG00000115548	ENSG00000100519	0.153208	0.0441129	1	-nan
ENSG00000115548	ENSG00000100664	0.121628	0.024961	1	-nan
ENSG00000115548	ENSG00000100731	0.0728248	0.0322363	1	-nan
ENSG00000115548	ENSG00000101489	0.000134139	0.00237564	1	-nan
ENSG00000115548	ENSG00000101966	0.123815	0.0497342	1	-nan
ENSG00000115548	ENSG00000102805	0.0540096	0.0222215	1	-nan
ENSG00000115548	ENSG00000102984	0.0547813	0.0360659	1	-nan
ENSG00000115548	ENSG00000103544	0.0783217	0.0378798	2	-nan
ENSG00000115548	ENSG00000104490	0.0571944	0.0421632	1	-nan
ENSG00000115548	ENSG00000105447	0.0731863	0.026923	1	-nan
ENSG00000115548	ENSG00000105726	0.0599134	0.0227045	1	-nan
ENSG00000115548	ENSG00000105856	0.167485	0.0700075	1	-nan
ENSG00000115548	ENSG00000105953	0.104984	0.0547069	1	-nan
ENSG00000115548	ENSG00000133027	0.10205	0.0355278	1	-nan
ENSG00000115548	ENSG00000134294	0.0781391	0.041028	1	-nan
ENSG00000115548	ENSG00000134330	0.130281	0.0232436	1	-nan
ENSG00000115548	ENSG00000137274	0.0696142	0.0207768	1	-nan
ENSG00000115548	ENSG00000137449	0.0688403	0.0428416	1	-nan
ENSG00000115548	ENSG00000137880	0.0806963	0.0293759	1	-nan
ENSG00000115548	ENSG00000137942	0.119329	0.0806849	1	-nan
ENSG00000115548	ENSG00000138434	0.106874	0.0559226	1	-nan
ENSG00000115548	ENSG00000138448	0.0938278	0.0637315	2	-nan
ENSG00000115548	ENSG00000138750	0.103175	0.0472894	1	-nan
ENSG00000115548	ENSG00000139496	0.110272	0.0527903	1	-nan
ENSG00000115548	ENSG00000139668	0.0730371	0.0370279	1	-nan
ENSG00000115548	ENSG00000139719	2.23612e-05	0.011694	1	-nan
ENSG00000115548	ENSG00000140553	0.0991149	0.0287687	1	-nan
ENSG00000115548	ENSG00000140931	0.0448235	0.0232356	1	-nan
ENSG00000115548	ENSG00000141258	0.046555	0.036295	1	-nan
ENSG00000115548	ENSG00000141867	0.129903	0.0747309	1	-nan
ENSG00000115548	ENSG00000141965	0.0560336	0.0175501	1	-nan
ENSG00000115548	ENSG00000142227	3.6468e-05	-0.00147421	1	-nan
ENSG00000115548	ENSG00000142910	0.0456051	0.0349307	1	-nan
ENSG00000115548	ENSG00000143458	0.0378626	0.0199065	1	-nan
ENSG00000115548	ENSG00000143499	0.0763823	0.0278736	1	-nan
ENSG00000115548	ENSG00000144357	0.082675	0.0501345	1	-nan
ENSG00000115548	ENSG00000145337	0.132681	0.012352	1	-nan
ENSG00000115548	ENSG00000145623	0.0314561	0.0145513	1	-nan
ENSG00000115548	ENSG00000145675	0.114162	0.0674224	1	-nan
ENSG00000115548	ENSG00000146063	0.038597	0.0161335	1	-nan
ENSG00000115548	ENSG00000146938	0.0229407	0.0251913	1	-nan
ENSG00000115548	ENSG00000147789	0.0441276	0.0224102	1	-nan
ENSG00000115548	ENSG00000147804	0.0993738	0.0459599	1	-nan
ENSG00000115548	ENSG00000148429	0.080665	0.052546	1	-nan
ENSG00000115548	ENSG00000149658	0.0768481	0.0368266	1	-nan
ENSG00000115548	ENSG00000151692	0.0475634	0.017657	1	-nan
ENSG00000115548	ENSG00000151914	0.0902342	0.0613284	1	-nan
ENSG00000115548	ENSG00000152102	0.0986402	0.0525117	1	-nan
ENSG00000115548	ENSG00000152601	0.127299	0.0554922	1	-nan
ENSG00000115548	ENSG00000155363	0.0520118	0.027981	1	-nan
ENSG00000115548	ENSG00000156642	0.138836	0.0661058	1	-nan
ENSG00000115548	ENSG00000157107	0.084278	0.0544427	1	-nan
ENSG00000115548	ENSG00000158813	0.0289264	0.032364	1	-nan
ENSG00000115548	ENSG00000160613	0.0784384	0.0389387	1	-nan
ENSG00000115548	ENSG00000161542	0.104145	0.0440163	1	-nan
ENSG00000115548	ENSG00000162601	0.0895873	0.0482068	1	-nan
ENSG00000115548	ENSG00000163060	2.11317e-06	-0.000183996	2	-nan
ENSG00000115548	ENSG00000163430	0.0913785	0.0267224	1	-nan
ENSG00000115548	ENSG00000163681	0.111123	0.0638447	1	-nan
ENSG00000115548	ENSG00000164056	0.0867069	0.0341237	1	-nan
ENSG00000115548	ENSG00000165185	0.0441449	0.0365198	1	-nan
ENSG00000115548	ENSG00000165323	6.38189e-07	0.0031633	1	-nan
ENSG00000115548	ENSG00000166734	0.122474	0.056919	1	-nan
ENSG00000115548	ENSG00000167797	0.135136	0.0115466	1	-nan
ENSG00000115548	ENSG00000167880	0.0433312	0.0288063	1	-nan
ENSG00000115548	ENSG00000168610	0.134286	0.0625651	1	-nan
ENSG00000115548	ENSG00000169203	8.22383e-05	0.0179229	1	-nan
ENSG00000115548	ENSG00000169905	0.129079	0.0640203	1	-nan
ENSG00000115548	ENSG00000169967	0.117422	0.0658088	1	-nan
ENSG00000115548	ENSG00000170558	0.0306053	0.0188148	2	-nan
ENSG00000115548	ENSG00000171206	0.0988363	0.0585991	1	-nan
ENSG00000115548	ENSG00000171940	0.095646	0.0676959	1	-nan
ENSG00000137265	ENSG00000283324	2.72022e-06	-0.000651022	1	-nan
ENSG00000137265	ENSG00000277399	3.47086e-06	0.00407977	1	-nan
ENSG00000137265	ENSG00000270765	6.38189e-07	-0.00706146	1	-nan
ENSG00000137265	ENSG00000211448	4.76055e-05	-0.00916915	1	-nan
ENSG00000137265	ENSG00000204138	3.64002e-06	-0.00195633	1	-nan
ENSG00000137265	ENSG00000198502	6.38189e-07	0.00353554	1	-nan
ENSG00000137265	ENSG00000184588	2.00982e-05	0.00479117	1	-nan
ENSG00000137265	ENSG00000183087	9.30368e-06	0.00169093	1	-nan
ENSG00000137265	ENSG00000175155	3.16906e-05	0.0023621	1	-nan
ENSG00000137265	ENSG00000132437	3.16906e-05	0.00869868	1	-nan
ENSG00000137265	ENSG00000123329	3.78268e-06	0.0028589	1	-nan
ENSG00000137265	ENSG00000122477	1.77126e-06	0.000141648	1	-nan
ENSG00000137265	ENSG00000005206	2.47834e-07	-0.00326644	1	-nan
ENSG00000137265	ENSG00000041515	7.78432e-05	0.0128013	1	-nan
ENSG00000137265	ENSG00000041982	3.64002e-06	-0.00265384	1	-nan
ENSG00000137265	ENSG00000085563	3.21383e-05	0.00361565	1	-nan
ENSG00000137265	ENSG00000091527	1.40339e-05	0.00933291	1	-nan
ENSG00000137265	ENSG00000136231	1.6159e-08	-0.00744877	1	-nan
ENSG00000137265	ENSG00000140403	7.39814e-06	0.000619946	1	-nan
ENSG00000137265	ENSG00000156234	2.88751e-06	0.00726153	1	-nan
ENSG00000137265	ENSG00000157017	1.79562e-05	0.0072772	1	-nan
ENSG00000137265	ENSG00000157734	5.57239e-06	0.00239465	1	-nan
ENSG00000137265	ENSG00000161944	5.16383e-06	0.0056316	1	-nan
ENSG00000137265	ENSG00000163635	3.04333e-06	-0.00279092	1	-nan
ENSG00000137265	ENSG00000168461	9.61479e-05	0.0200037	1	-nan
ENSG00000162772	ENSG00000204136	0.00719093	-0.00154902	2	-nan
ENSG00000162772	ENSG00000277462	0.00878129	0.0304239	1	-nan
ENSG00000162772	ENSG00000277075	0.0211835	0.000609716	1	-nan
ENSG00000162772	ENSG00000275993	0.0780713	0.125338	1	-nan
ENSG00000162772	ENSG00000275023	0.0662403	0.0395828	1	-nan
ENSG00000162772	ENSG00000274997	0.0033664	0.00659952	1	-nan
ENSG00000162772	ENSG00000265972	0.154291	0.124853	1	-nan
ENSG00000162772	ENSG00000254999	0.187348	-0.02535	1	-nan
ENSG00000162772	ENSG00000254535	0.00971782	0.0253101	1	-nan
ENSG00000162772	ENSG00000248144	0.00813829	0.02108	1	-nan
ENSG00000162772	ENSG00000242574	0.0334123	0.0311585	2	-nan
ENSG00000162772	ENSG00000235162	0.146141	0.128209	1	-nan
ENSG00000162772	ENSG00000234545	0.154162	0.114799	1	-nan
ENSG00000162772	ENSG00000233493	0.0624987	0.0936284	1	-nan
ENSG00000162772	ENSG00000214274	0.0319431	0.0415401	1	-nan
ENSG00000162772	ENSG00000204569	0.134263	0.135231	1	-nan
ENSG00000162772	ENSG00000204389	0.112318	0.106531	5	-nan
ENSG00000162772	ENSG00000204388	0.142415	0.119867	4	-nan
ENSG00000162772	ENSG00000204256	0.176903	0.149591	1	-nan
ENSG00000162772	ENSG00000198797	4.63577e-06	-0.00127683	1	-nan
ENSG00000162772	ENSG00000198721	0.141598	-0.0195494	1	-nan
ENSG00000162772	ENSG00000198435	0.0490359	0.0876444	2	-nan
ENSG00000162772	ENSG00000198431	0.0932763	0.0581545	2	-nan
ENSG00000162772	ENSG00000198417	0.111652	0.1775	2	-nan
ENSG00000162772	ENSG00000198300	0.0211684	-0.0288954	2	-nan
ENSG00000162772	ENSG00000197956	0.153477	0.157435	1	-nan
ENSG00000162772	ENSG00000197894	0.179533	0.0837288	1	-nan
ENSG00000162772	ENSG00000197747	0.142882	0.093174	1	-nan
ENSG00000162772	ENSG00000197712	0.0694911	0.0155111	1	-nan
ENSG00000162772	ENSG00000196876	7.88085e-06	-0.000991498	1	-nan
ENSG00000162772	ENSG00000196352	0.131632	0.1306	2	-nan
ENSG00000162772	ENSG00000196154	0.106277	0.0574217	1	-nan
ENSG00000162772	ENSG00000189143	0.203659	0.265903	7	-nan
ENSG00000162772	ENSG00000187630	0.0842929	0.0225452	1	-nan
ENSG00000162772	ENSG00000186073	0.0191927	-0.00903751	1	-nan
ENSG00000162772	ENSG00000185633	0.0535654	-0.0563195	1	-nan
ENSG00000162772	ENSG00000185432	0.0778642	0.0622363	1	-nan
ENSG00000162772	ENSG00000185115	0.0409274	0.0187025	1	-nan
ENSG00000162772	ENSG00000185022	0.211549	0.268215	2	-nan
ENSG00000162772	ENSG00000184709	0.00439195	0.013205	1	-nan
ENSG00000162772	ENSG00000184432	0.118009	0.0299662	1	-nan
ENSG00000162772	ENSG00000184009	0.147189	0.0116982	2	-nan
ENSG00000162772	ENSG00000183690	0.00730792	0.0204735	2	-nan
ENSG00000162772	ENSG00000183421	0.0981993	0.136301	1	-nan
ENSG00000162772	ENSG00000182481	0.106737	0.0790346	1	-nan
ENSG00000162772	ENSG00000182224	0.0120083	0.0464672	1	-nan
ENSG00000162772	ENSG00000182158	0.0517041	0.0275356	1	-nan
ENSG00000162772	ENSG00000181350	0.0524935	0.0534719	1	-nan
ENSG00000162772	ENSG00000181061	0.158834	0.0346823	1	-nan
ENSG00000162772	ENSG00000181019	0.0835467	0.0624243	1	-nan
ENSG00000162772	ENSG00000180185	0.102014	0.00867187	1	-nan
ENSG00000162772	ENSG00000179820	0.108961	0.163729	1	-nan
ENSG00000162772	ENSG00000179388	0.0964269	0.156609	2	-nan
