regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000035928	ENSG00000087253	0.0629484	0.0374424	1	-nan
ENSG00000035928	ENSG00000089280	0.240093	0.109167	1	-nan
ENSG00000035928	ENSG00000089327	0.0999902	0.0102723	1	-nan
ENSG00000035928	ENSG00000090060	0.296349	0.0703654	1	-nan
ENSG00000035928	ENSG00000091136	0.111163	0.0304743	1	-nan
ENSG00000035928	ENSG00000092148	0.240473	0.0920996	1	-nan
ENSG00000035928	ENSG00000096696	0.189334	0.104598	1	-nan
ENSG00000035928	ENSG00000100225	0.246331	0.0595622	1	-nan
ENSG00000035928	ENSG00000100722	0.199859	0.0858572	1	-nan
ENSG00000035928	ENSG00000100796	0.223923	0.0856278	1	-nan
ENSG00000035928	ENSG00000100883	0.248919	0.0663448	1	-nan
ENSG00000035928	ENSG00000101132	0.282225	0.0502717	2	-nan
ENSG00000035928	ENSG00000101266	0.269351	0.0746965	2	-nan
ENSG00000035928	ENSG00000102893	0.189591	0.0721631	1	-nan
ENSG00000035928	ENSG00000103534	0.0513968	0.0369537	1	-nan
ENSG00000035928	ENSG00000104218	0.114796	0.0614636	1	-nan
ENSG00000035928	ENSG00000104613	0.215705	0.0791757	1	-nan
ENSG00000035928	ENSG00000104635	0.0624842	0.0302898	1	-nan
ENSG00000035928	ENSG00000105401	0.316709	0.0863873	1	-nan
ENSG00000035928	ENSG00000105821	0.214257	0.100396	1	-nan
ENSG00000035928	ENSG00000105855	0.112983	0.0807956	1	-nan
ENSG00000035928	ENSG00000105939	0.130854	0.0719411	1	-nan
ENSG00000035928	ENSG00000105974	0.0965778	0.0375505	1	-nan
ENSG00000035928	ENSG00000132793	0.0623758	0.0344695	1	-nan
ENSG00000035928	ENSG00000132823	0.214055	0.0447548	1	-nan
ENSG00000035928	ENSG00000133056	0.0120049	0.00769679	1	-nan
ENSG00000035928	ENSG00000133612	0.0778053	0.0437818	1	-nan
ENSG00000035928	ENSG00000134574	0.088158	0.0559382	2	-nan
ENSG00000035928	ENSG00000134709	0.217412	0.108087	1	-nan
ENSG00000035928	ENSG00000134759	0.190468	0.0824556	1	-nan
ENSG00000035928	ENSG00000135218	6.97398e-06	-0.00338136	1	-nan
ENSG00000035928	ENSG00000135636	0.00934054	0.00572048	1	-nan
ENSG00000035928	ENSG00000135678	0.0681538	0.0341931	1	-nan
ENSG00000035928	ENSG00000136521	0.316548	0.0252727	2	-nan
ENSG00000035928	ENSG00000136717	0.120605	0.0609248	1	-nan
ENSG00000035928	ENSG00000137267	0.154978	0.0750982	1	-nan
ENSG00000035928	ENSG00000137497	0.256355	0.0883066	1	-nan
ENSG00000035928	ENSG00000137731	0.0167975	0.000648605	1	-nan
ENSG00000035928	ENSG00000137880	0.165929	0.0398078	1	-nan
ENSG00000035928	ENSG00000138182	0.0591924	0.062197	1	-nan
ENSG00000035928	ENSG00000138709	0.158975	0.0736332	1	-nan
ENSG00000035928	ENSG00000138756	0.0826543	0.0443733	1	-nan
ENSG00000035928	ENSG00000139044	0.0427829	0.0329072	1	-nan
ENSG00000035928	ENSG00000139197	0.0540275	0.036269	1	-nan
ENSG00000035928	ENSG00000139278	5.5955e-07	-0.00542216	1	-nan
ENSG00000035928	ENSG00000139668	0.119946	0.0547619	1	-nan
ENSG00000035928	ENSG00000140263	0.147928	0.0701173	1	-nan
ENSG00000035928	ENSG00000140443	0.169843	0.0838118	2	-nan
ENSG00000035928	ENSG00000140995	0.10706	0.0353813	1	-nan
ENSG00000035928	ENSG00000141232	0.200292	0.0411454	1	-nan
ENSG00000035928	ENSG00000141447	0.126161	0.0606833	1	-nan
ENSG00000035928	ENSG00000141736	0.223968	0.0912563	2	-nan
ENSG00000035928	ENSG00000142973	0.0436283	0.0264967	1	-nan
ENSG00000035928	ENSG00000143061	0.0705459	0.0363255	1	-nan
ENSG00000035928	ENSG00000143156	0.125849	0.0500135	1	-nan
ENSG00000035928	ENSG00000143437	0.0844303	0.0358918	1	-nan
ENSG00000035928	ENSG00000143742	0.239149	-0.0213091	1	-nan
ENSG00000035928	ENSG00000144136	0.158041	0.0498981	2	-nan
ENSG00000035928	ENSG00000144283	0.15713	0.0820607	1	-nan
ENSG00000035928	ENSG00000145247	0.274428	0.0496446	2	-nan
ENSG00000035928	ENSG00000145348	0.109915	0.0630237	1	-nan
ENSG00000035928	ENSG00000145495	0.262899	0.0857846	1	-nan
ENSG00000035928	ENSG00000145675	0.195499	0.104347	2	-nan
ENSG00000035928	ENSG00000145730	0.178628	0.0720299	2	-nan
ENSG00000035928	ENSG00000146281	0.120807	0.066782	1	-nan
ENSG00000035928	ENSG00000147454	0.198301	0.0675143	1	-nan
ENSG00000035928	ENSG00000147475	0.124026	0.0522924	1	-nan
ENSG00000035928	ENSG00000147526	0.168208	0.0586931	1	-nan
ENSG00000035928	ENSG00000148154	0.170622	0.0495488	1	-nan
ENSG00000035928	ENSG00000148290	0.229323	0.0903193	1	-nan
ENSG00000035928	ENSG00000148346	0.0670533	0.0235174	1	-nan
ENSG00000035928	ENSG00000148634	0.159311	0.063733	1	-nan
ENSG00000035928	ENSG00000149050	0.0083579	0.0153503	1	-nan
ENSG00000035928	ENSG00000149257	0.186526	0.044539	1	-nan
ENSG00000035928	ENSG00000150054	0.0758209	0.0455296	1	-nan
ENSG00000035928	ENSG00000150782	0.0854629	0.0282676	1	-nan
ENSG00000035928	ENSG00000151694	0.153031	0.070411	1	-nan
ENSG00000035928	ENSG00000151726	0.0672919	0.0158338	2	-nan
ENSG00000035928	ENSG00000152413	0.092558	0.0519029	1	-nan
ENSG00000035928	ENSG00000153721	0.157423	0.0781752	1	-nan
ENSG00000035928	ENSG00000154914	0.0546979	0.0380428	1	-nan
ENSG00000035928	ENSG00000155287	0.0656066	0.0279779	1	-nan
ENSG00000035928	ENSG00000155876	0.262274	0.0699469	1	-nan
ENSG00000035928	ENSG00000157601	0.0643722	0.0292345	1	-nan
ENSG00000035928	ENSG00000157741	0.120927	0.0675518	1	-nan
ENSG00000035928	ENSG00000158014	0.0274951	0.0348064	1	-nan
ENSG00000035928	ENSG00000158747	0.108715	0.0702303	1	-nan
ENSG00000035928	ENSG00000159216	0.109129	0.0639269	1	-nan
ENSG00000035928	ENSG00000159788	0.111925	0.0707233	1	-nan
ENSG00000035928	ENSG00000160271	0.13027	0.0549175	1	-nan
ENSG00000035928	ENSG00000160325	0.0498737	0.0396379	1	-nan
ENSG00000035928	ENSG00000160551	0.201885	0.0916123	1	-nan
ENSG00000035928	ENSG00000160570	0.147491	0.0557024	1	-nan
ENSG00000035928	ENSG00000160679	0.276956	0.0821939	1	-nan
ENSG00000035928	ENSG00000160803	0.0668199	0.0476277	1	-nan
ENSG00000035928	ENSG00000161013	0.162532	0.0819271	2	-nan
ENSG00000035928	ENSG00000161921	0.10519	0.0426288	1	-nan
ENSG00000035928	ENSG00000162521	0.265854	0.116716	1	-nan
ENSG00000035928	ENSG00000162645	0.0958496	0.0327332	1	-nan
ENSG00000035928	ENSG00000162909	0.277208	0.0701046	1	-nan
ENSG00000035928	ENSG00000163072	0.0414081	0.0151916	2	-nan
ENSG00000035928	ENSG00000163412	0.0511777	0.0282982	1	-nan
ENSG00000035928	ENSG00000164032	0.156895	0.000697586	1	-nan
ENSG00000035928	ENSG00000164109	0.0900908	0.0645798	1	-nan
ENSG00000035928	ENSG00000165168	1.52877e-05	0.00139946	1	-nan
ENSG00000035928	ENSG00000165272	0.080959	0.0637646	1	-nan
ENSG00000035928	ENSG00000165389	0.2845	0.0429595	1	-nan
ENSG00000035928	ENSG00000165487	0.21962	0.0664131	1	-nan
ENSG00000035928	ENSG00000165655	0.175154	0.0830762	1	-nan
ENSG00000035928	ENSG00000165795	0.189329	0.0346936	1	-nan
ENSG00000035928	ENSG00000165915	0.0715085	0.0380346	1	-nan
ENSG00000035928	ENSG00000166598	0.185043	-0.0101983	1	-nan
ENSG00000035928	ENSG00000166716	0.0933712	0.0538388	1	-nan
ENSG00000035928	ENSG00000166783	0.0953812	0.047411	1	-nan
ENSG00000035928	ENSG00000166949	0.148577	0.0722184	1	-nan
ENSG00000035928	ENSG00000167123	0.0456471	0.0269394	1	-nan
ENSG00000035928	ENSG00000167552	0.157655	0.0389617	1	-nan
ENSG00000035928	ENSG00000167553	0.233665	0.0544992	1	-nan
ENSG00000035928	ENSG00000167881	0.212872	0.0737614	1	-nan
ENSG00000035928	ENSG00000167900	0.0548957	0.0668747	1	-nan
ENSG00000035928	ENSG00000168209	0.175125	0.0182949	1	-nan
ENSG00000035928	ENSG00000169045	0.290199	0.084765	1	-nan
ENSG00000035928	ENSG00000169242	0.24073	0.0269442	1	-nan
ENSG00000035928	ENSG00000169418	0.0431434	0.0323924	1	-nan
ENSG00000035928	ENSG00000169550	0.0241254	0.0196891	1	-nan
ENSG00000035928	ENSG00000169908	0.0824148	0.046691	1	-nan
ENSG00000035928	ENSG00000170275	0.223049	0.0765404	1	-nan
ENSG00000035928	ENSG00000170312	0.0569334	0.0447375	1	-nan
ENSG00000035928	ENSG00000170579	0.0821806	0.0528887	1	-nan
ENSG00000035928	ENSG00000171234	0.110894	0.0802812	1	-nan
ENSG00000035928	ENSG00000171603	0.213568	0.0880625	1	-nan
ENSG00000035928	ENSG00000171847	0.000208581	0.00485017	1	-nan
ENSG00000035928	ENSG00000171992	0.00836965	0.0166311	1	-nan
ENSG00000035928	ENSG00000172037	0.138367	0.0635224	1	-nan
ENSG00000035928	ENSG00000172059	0.0701877	0.0405443	1	-nan
ENSG00000035928	ENSG00000172201	0.159562	0.124818	1	-nan
ENSG00000035928	ENSG00000172380	0.225001	0.0384579	1	-nan
ENSG00000035928	ENSG00000172530	0.0798728	0.0465638	1	-nan
ENSG00000035928	ENSG00000172534	0.104457	0.0498819	1	-nan
ENSG00000035928	ENSG00000172586	0.307444	0.0572718	1	-nan
ENSG00000035928	ENSG00000173193	0.125629	0.0860998	2	-nan
ENSG00000035928	ENSG00000173207	0.186935	0.0600558	1	-nan
ENSG00000028839	ENSG00000241794	1.34272e-05	0.00601464	1	-nan
ENSG00000028839	ENSG00000214194	0.144451	0.0338033	1	-nan
ENSG00000028839	ENSG00000203791	0.0700784	0.0294836	1	-nan
ENSG00000028839	ENSG00000198668	0.114197	0.00989636	1	-nan
ENSG00000028839	ENSG00000189377	1.6625e-05	-0.00109298	1	-nan
ENSG00000028839	ENSG00000183605	0.0913885	0.043255	1	-nan
ENSG00000028839	ENSG00000181704	0.115861	0.0444513	1	-nan
ENSG00000028839	ENSG00000181104	0.0219744	0.00681349	1	-nan
ENSG00000028839	ENSG00000178922	0.0988076	0.0490679	1	-nan
ENSG00000028839	ENSG00000178913	0.148207	0.0544325	2	-nan
ENSG00000028839	ENSG00000177030	0.0777339	0.0202531	1	-nan
ENSG00000028839	ENSG00000130734	0.0659464	0.0442986	1	-nan
ENSG00000028839	ENSG00000130703	0.0747728	0.033221	1	-nan
ENSG00000028839	ENSG00000130396	0.0950121	0.0261185	1	-nan
ENSG00000028839	ENSG00000126698	0.146405	0.0533481	2	-nan
ENSG00000028839	ENSG00000126226	0.107875	0.0323984	1	-nan
ENSG00000028839	ENSG00000125304	0.116944	0.0459943	2	-nan
ENSG00000028839	ENSG00000122545	0.131437	0.0498029	1	-nan
ENSG00000028839	ENSG00000121621	0.000140305	0.00322247	1	-nan
ENSG00000028839	ENSG00000119335	0.0969056	0.0688099	1	-nan
ENSG00000028839	ENSG00000118600	0.0805752	0.0406701	1	-nan
ENSG00000028839	ENSG00000117394	0.0932289	0.0271483	1	-nan
ENSG00000028839	ENSG00000116183	0.000196246	-0.000101364	1	-nan
ENSG00000028839	ENSG00000115649	0.103784	0.0266432	1	-nan
ENSG00000028839	ENSG00000115211	0.0824763	0.034886	1	-nan
ENSG00000028839	ENSG00000114784	0.127856	0.0443239	1	-nan
ENSG00000028839	ENSG00000114573	0.0888561	0.0240847	1	-nan
ENSG00000028839	ENSG00000113658	0.105451	0.0459582	1	-nan
ENSG00000028839	ENSG00000113621	0.0936351	0.0284774	1	-nan
ENSG00000028839	ENSG00000112769	4.63577e-06	0.00498462	1	-nan
ENSG00000028839	ENSG00000112339	0.0968789	0.0446536	1	-nan
ENSG00000028839	ENSG00000111602	0.0404869	0.0393412	1	-nan
ENSG00000028839	ENSG00000111361	0.105689	0.048769	1	-nan
ENSG00000028839	ENSG00000110619	0.0624259	0.0326524	1	-nan
ENSG00000028839	ENSG00000109814	0.115474	0.0558062	1	-nan
ENSG00000028839	ENSG00000109113	0.120491	0.0605941	1	-nan
ENSG00000028839	ENSG00000078177	0.0592267	0.0295318	1	-nan
ENSG00000028839	ENSG00000075089	0.101525	0.0341749	1	-nan
ENSG00000028839	ENSG00000072110	0.116411	0.056384	2	-nan
ENSG00000028839	ENSG00000067248	0.122705	0.0436836	1	-nan
ENSG00000028839	ENSG00000066583	0.112933	0.0571162	1	-nan
ENSG00000028839	ENSG00000066279	0.0237239	0.0352169	1	-nan
ENSG00000028839	ENSG00000066044	0.118288	0.0735507	1	-nan
ENSG00000028839	ENSG00000012983	0.0923117	0.0358252	2	-nan
ENSG00000028839	ENSG00000006194	0.0505923	0.0283163	1	-nan
ENSG00000028839	ENSG00000046647	0.06743	0.0253858	1	-nan
ENSG00000028839	ENSG00000049167	3.45169e-05	0.0107176	1	-nan
ENSG00000028839	ENSG00000051523	0.10015	0.0730432	1	-nan
ENSG00000028839	ENSG00000085224	0.112206	0.0523708	1	-nan
ENSG00000028839	ENSG00000085231	0.144868	0.047732	1	-nan
ENSG00000028839	ENSG00000087074	0.0751121	0.0269021	1	-nan
ENSG00000028839	ENSG00000087510	0.0247564	0.00653018	1	-nan
ENSG00000028839	ENSG00000103024	0.107898	0.0454951	1	-nan
ENSG00000028839	ENSG00000105011	0.0247554	0.029979	1	-nan
ENSG00000028839	ENSG00000105974	0.053448	0.0175134	1	-nan
ENSG00000028839	ENSG00000132970	2.39366e-05	0.00988664	1	-nan
ENSG00000028839	ENSG00000133731	0.0727832	0.0304834	1	-nan
ENSG00000028839	ENSG00000134056	0.148722	0.0436545	1	-nan
ENSG00000028839	ENSG00000134222	0.0202232	0.0239298	2	-nan
ENSG00000028839	ENSG00000134255	0.0664694	0.0268008	1	-nan
ENSG00000028839	ENSG00000134330	0.140586	0.0465638	1	-nan
ENSG00000028839	ENSG00000134531	0.0572815	0.0148894	1	-nan
ENSG00000028839	ENSG00000134755	0.0804734	0.0532648	1	-nan
ENSG00000028839	ENSG00000136490	0.0420349	0.0346123	1	-nan
ENSG00000028839	ENSG00000136807	0.0817976	0.0339498	1	-nan
ENSG00000028839	ENSG00000138138	0.108041	0.0396921	1	-nan
ENSG00000028839	ENSG00000140455	0.0918674	0.0388881	1	-nan
ENSG00000028839	ENSG00000141232	0.102748	0.00906071	1	-nan
ENSG00000028839	ENSG00000141504	0.150916	0.0291699	1	-nan
ENSG00000028839	ENSG00000141858	0.0649431	0.0333439	1	-nan
ENSG00000028839	ENSG00000143153	0.0848135	0.0281796	2	-nan
ENSG00000028839	ENSG00000143633	0.10332	0.0501352	2	-nan
ENSG00000028839	ENSG00000144580	0.0724345	0.0297474	1	-nan
ENSG00000028839	ENSG00000144591	0.0745661	0.035961	1	-nan
ENSG00000028839	ENSG00000145730	0.0738897	0.0355547	1	-nan
ENSG00000028839	ENSG00000145919	0.126835	0.0646926	1	-nan
ENSG00000028839	ENSG00000146674	0.0320113	0.0175647	1	-nan
ENSG00000028839	ENSG00000146842	0.0458936	0.0213079	1	-nan
ENSG00000028839	ENSG00000147854	0.0777829	0.0284349	1	-nan
ENSG00000028839	ENSG00000148719	0.1026	0.0441011	1	-nan
ENSG00000028839	ENSG00000149599	5.15429e-08	0.00776487	1	-nan
ENSG00000028839	ENSG00000149600	0.0914443	0.0328332	1	-nan
ENSG00000028839	ENSG00000150347	0.0722954	0.0123062	1	-nan
ENSG00000028839	ENSG00000151327	0.101757	0.022467	1	-nan
ENSG00000028839	ENSG00000152583	0.0242086	-0.00406239	1	-nan
ENSG00000028839	ENSG00000152952	0.0834128	0.0314706	1	-nan
ENSG00000028839	ENSG00000153786	0.0706232	0.0272789	1	-nan
ENSG00000028839	ENSG00000156011	0.0367908	0.00378852	1	-nan
ENSG00000028839	ENSG00000156232	0.0638456	0.028579	1	-nan
ENSG00000028839	ENSG00000159176	0.125507	0.0577884	1	-nan
ENSG00000028839	ENSG00000159685	0.0753929	0.0353241	1	-nan
ENSG00000028839	ENSG00000159788	0.0665943	0.0278477	1	-nan
ENSG00000028839	ENSG00000160075	0.134769	0.0562164	1	-nan
ENSG00000028839	ENSG00000160124	0.101454	0.0503695	1	-nan
ENSG00000028839	ENSG00000161813	0.0922601	0.0400919	2	-nan
ENSG00000028839	ENSG00000162384	0.135408	0.0468495	1	-nan
ENSG00000028839	ENSG00000162972	0.0802046	0.0355211	1	-nan
ENSG00000028839	ENSG00000163608	0.0677063	0.0336947	1	-nan
ENSG00000028839	ENSG00000164035	7.75675e-07	0.00648268	1	-nan
ENSG00000028839	ENSG00000164171	0.0519951	0.0298074	1	-nan
ENSG00000028839	ENSG00000164332	0.088433	0.0383981	1	-nan
ENSG00000028839	ENSG00000164967	0.108239	0.0414834	1	-nan
ENSG00000028839	ENSG00000165669	0.149143	0.0597129	1	-nan
ENSG00000028839	ENSG00000166266	0.111159	0.0474465	2	-nan
ENSG00000028839	ENSG00000166710	0.0309711	-0.00837639	1	-nan
ENSG00000028839	ENSG00000167770	0.138972	0.0626877	1	-nan
ENSG00000028839	ENSG00000169062	0.132586	0.0538249	2	-nan
ENSG00000028839	ENSG00000169469	0.000230587	0.0125851	2	-nan
ENSG00000028839	ENSG00000169592	0.0981036	0.0521511	1	-nan
ENSG00000028839	ENSG00000169609	0.108522	0.0477855	1	-nan
ENSG00000028839	ENSG00000169612	0.112374	0.0472532	1	-nan
ENSG00000028839	ENSG00000171612	0.0750312	0.0329413	1	-nan
ENSG00000028839	ENSG00000172339	0.0739384	0.0276102	1	-nan
ENSG00000028839	ENSG00000173163	0.149205	0.0375605	1	-nan
ENSG00000028839	ENSG00000173465	0.134399	0.0534386	1	-nan
ENSG00000018280	ENSG00000204540	4.26051e-06	-0.00213422	1	-nan
ENSG00000018280	ENSG00000204386	6.94147e-05	0.00835081	1	-nan
ENSG00000018280	ENSG00000204178	4.96948e-08	0.0031295	1	-nan
ENSG00000018280	ENSG00000198363	5.52181e-05	0.0152111	1	-nan
ENSG00000018280	ENSG00000183023	3.31185e-05	-0.00599824	1	-nan
ENSG00000018280	ENSG00000181894	8.82614e-06	-0.00313949	1	-nan
ENSG00000018280	ENSG00000179564	5.15429e-08	-0.00454729	1	-nan
ENSG00000018280	ENSG00000178750	2.13804e-08	-0.00072495	1	-nan
ENSG00000018280	ENSG00000174236	8.56968e-06	-0.00127786	1	-nan
ENSG00000018280	ENSG00000125510	0.000116514	-0.00147466	1	-nan
ENSG00000018280	ENSG00000132965	1.52097e-07	0.00335299	1	-nan
ENSG00000018280	ENSG00000142655	2.81102e-05	0.00834769	1	-nan
ENSG00000018280	ENSG00000163040	2.47834e-07	0.00190575	1	-nan
ENSG00000018280	ENSG00000165626	1.6625e-05	0.00902471	1	-nan
ENSG00000018280	ENSG00000167644	2.47834e-07	-0.00528525	1	-nan
ENSG00000018280	ENSG00000170948	2.00982e-05	-0.000480653	1	-nan
ENSG00000011332	ENSG00000008118	1.34736e-06	-0.000475567	1	-nan
ENSG00000011332	ENSG00000086061	9.51186e-08	0.00618208	1	-nan
ENSG00000011332	ENSG00000102349	3.5486e-05	0.0087211	1	-nan
ENSG00000011258	ENSG00000243156	0.0483309	0.0329817	1	-nan
ENSG00000011258	ENSG00000131873	0.0371282	0.0237955	1	-nan
ENSG00000011258	ENSG00000115641	0.0298877	0.00081871	1	-nan
ENSG00000011258	ENSG00000115415	0.0567249	0.0371648	1	-nan
ENSG00000011258	ENSG00000104635	0.0359342	0.0344149	1	-nan
ENSG00000011258	ENSG00000150672	0.0183748	0.0122865	1	-nan
ENSG00000011258	ENSG00000173846	1.40339e-05	0.0063657	1	-nan
ENSG00000009307	ENSG00000258890	0.123202	0.0390354	1	-nan
ENSG00000009307	ENSG00000257923	0.263652	0.0345447	1	-nan
ENSG00000009307	ENSG00000255112	0.433899	0.0743733	2	-nan
ENSG00000009307	ENSG00000254505	0.108024	0.0284439	2	-nan
ENSG00000009307	ENSG00000243927	0.495687	0.065469	1	-nan
ENSG00000009307	ENSG00000243147	0.657854	0.0423594	1	-nan
ENSG00000009307	ENSG00000242028	0.0254781	0.0164191	1	-nan
ENSG00000009307	ENSG00000241553	0.406755	0.0772407	2	-nan
ENSG00000009307	ENSG00000237289	0.052432	0.00621688	2	-nan
ENSG00000009307	ENSG00000227500	0.199167	0.0431046	1	-nan
ENSG00000009307	ENSG00000221823	0.10261	0.0340606	1	-nan
ENSG00000009307	ENSG00000220205	0.384783	0.0523429	2	-nan
ENSG00000009307	ENSG00000220201	5.15429e-08	-0.000115454	1	-nan
ENSG00000009307	ENSG00000219200	0.0804189	0.0185224	1	-nan
ENSG00000009307	ENSG00000214706	0.167366	0.0354538	2	-nan
ENSG00000009307	ENSG00000214113	0.222633	0.0330806	1	-nan
ENSG00000009307	ENSG00000214078	0.282795	0.0548833	1	-nan
ENSG00000009307	ENSG00000213988	0.0323118	0.00778151	1	-nan
ENSG00000009307	ENSG00000213722	0.361027	0.0837606	1	-nan
ENSG00000009307	ENSG00000213347	0.0088698	0.00689388	1	-nan
ENSG00000009307	ENSG00000213339	0.268961	0.0577333	2	-nan
ENSG00000009307	ENSG00000213337	0.0796308	0.0228046	1	-nan
ENSG00000009307	ENSG00000205560	9.61479e-05	0.016938	1	-nan
ENSG00000009307	ENSG00000205358	0.0469364	0.0119532	2	-nan
ENSG00000009307	ENSG00000205336	0.172351	0.0294529	1	-nan
ENSG00000009307	ENSG00000205133	0.130045	0.0323443	1	-nan
ENSG00000009307	ENSG00000204592	0.537247	0.0881581	2	-nan
ENSG00000009307	ENSG00000204304	0.109158	0.0315121	1	-nan
ENSG00000009307	ENSG00000203667	0.522047	0.0584575	1	-nan
ENSG00000009307	ENSG00000198964	0.126189	0.0189934	1	-nan
ENSG00000009307	ENSG00000198925	0.0553607	0.0298936	1	-nan
ENSG00000009307	ENSG00000198586	0.201883	0.0243725	1	-nan
ENSG00000009307	ENSG00000198301	0.176703	0.0533334	1	-nan
ENSG00000009307	ENSG00000198231	0.280498	0.057761	2	-nan
ENSG00000009307	ENSG00000198131	0.0542229	0.0221642	1	-nan
ENSG00000009307	ENSG00000197969	0.15744	0.0292598	1	-nan
ENSG00000009307	ENSG00000197933	0.0441669	0.0215121	1	-nan
ENSG00000009307	ENSG00000197822	0.199226	0.0458099	1	-nan
ENSG00000009307	ENSG00000197451	0.454371	0.077496	1	-nan
ENSG00000009307	ENSG00000197102	0.391968	0.0471621	1	-nan
ENSG00000009307	ENSG00000197006	0.533592	0.0940742	1	-nan
ENSG00000009307	ENSG00000196544	0.0425291	0.0274313	1	-nan
ENSG00000009307	ENSG00000196456	4.79846e-06	0.00401489	1	-nan
ENSG00000009307	ENSG00000189339	0.0526065	0.0346323	1	-nan
ENSG00000009307	ENSG00000189283	0.124285	0.00628454	1	-nan
ENSG00000009307	ENSG00000189241	0.290282	0.0646898	1	-nan
ENSG00000009307	ENSG00000188807	0.00818348	0.0113131	1	-nan
ENSG00000009307	ENSG00000187954	0.279398	0.0330999	1	-nan
ENSG00000009307	ENSG00000187824	0.0757854	0.0282436	1	-nan
ENSG00000009307	ENSG00000187742	0.240042	0.0474163	1	-nan
ENSG00000009307	ENSG00000187741	0.00856322	0.00488861	1	-nan
ENSG00000009307	ENSG00000187713	0.117019	0.0366181	1	-nan
ENSG00000009307	ENSG00000187555	0.239674	0.0454431	2	-nan
ENSG00000009307	ENSG00000187446	0.343501	0.0612417	1	-nan
ENSG00000009307	ENSG00000187051	0.534278	0.0697452	1	-nan
ENSG00000009307	ENSG00000186951	0.0796048	0.0272154	1	-nan
ENSG00000009307	ENSG00000186654	0.0437609	0.00943535	1	-nan
ENSG00000009307	ENSG00000186470	0.0850489	0.0307112	1	-nan
ENSG00000009307	ENSG00000186204	9.93861e-05	0.021929	1	-nan
ENSG00000009307	ENSG00000185813	0.117235	0.0325728	1	-nan
ENSG00000009307	ENSG00000185627	0.412515	0.0793846	2	-nan
ENSG00000009307	ENSG00000185085	0.0202015	0.0137273	1	-nan
ENSG00000009307	ENSG00000184752	0.625251	0.0738733	2	-nan
ENSG00000009307	ENSG00000184277	0.242388	0.0483714	1	-nan
ENSG00000009307	ENSG00000183864	0.221393	0.0371971	1	-nan
ENSG00000009307	ENSG00000183773	0.000250092	0.018224	1	-nan
ENSG00000009307	ENSG00000183765	0.0273428	0.0175223	1	-nan
ENSG00000009307	ENSG00000183648	0.647085	0.0505311	2	-nan
ENSG00000009307	ENSG00000183011	0.569448	0.0640412	1	-nan
ENSG00000009307	ENSG00000182199	0.225091	0.0541306	1	-nan
ENSG00000009307	ENSG00000181751	0.0525295	0.0362358	1	-nan
ENSG00000009307	ENSG00000181704	0.296515	0.068838	1	-nan
ENSG00000009307	ENSG00000180992	0.602874	0.0844062	1	-nan
ENSG00000009307	ENSG00000180879	0.552341	0.0988231	1	-nan
ENSG00000009307	ENSG00000180822	0.17673	0.036366	2	-nan
ENSG00000009307	ENSG00000180370	0.409193	0.0690146	1	-nan
ENSG00000009307	ENSG00000180182	0.0856981	0.0219956	1	-nan
ENSG00000009307	ENSG00000179094	0.174771	0.0215531	1	-nan
ENSG00000009307	ENSG00000178896	0.210807	0.0460558	1	-nan
ENSG00000009307	ENSG00000178449	0.53749	0.0442303	2	-nan
ENSG00000009307	ENSG00000178127	0.349068	0.041536	2	-nan
ENSG00000009307	ENSG00000177666	0.346431	0.0505658	2	-nan
ENSG00000009307	ENSG00000177595	0.0133717	0.0179119	1	-nan
ENSG00000009307	ENSG00000177556	0.54426	0.0926654	2	-nan
ENSG00000009307	ENSG00000177189	0.106612	0.0291543	2	-nan
ENSG00000009307	ENSG00000176915	0.227235	0.0412375	1	-nan
ENSG00000009307	ENSG00000176731	0.631689	0.102484	1	-nan
ENSG00000009307	ENSG00000176542	0.0608706	0.0185943	1	-nan
ENSG00000009307	ENSG00000176532	0.0456213	0.030297	1	-nan
ENSG00000009307	ENSG00000175895	0.128637	0.0361293	1	-nan
ENSG00000009307	ENSG00000175793	0.179112	0.0386136	1	-nan
ENSG00000009307	ENSG00000175582	0.39556	0.0806819	1	-nan
ENSG00000009307	ENSG00000175575	0.106513	0.0235833	1	-nan
ENSG00000009307	ENSG00000175215	0.265496	0.0572466	1	-nan
ENSG00000009307	ENSG00000132591	0.14887	0.0530831	1	-nan
ENSG00000009307	ENSG00000132471	0.377616	0.0613797	1	-nan
ENSG00000009307	ENSG00000132436	0.0179066	0.0165027	1	-nan
ENSG00000009307	ENSG00000132356	0.122233	0.0496953	1	-nan
ENSG00000009307	ENSG00000132002	0.428585	0.100033	1	-nan
ENSG00000009307	ENSG00000131828	0.426463	0.070152	1	-nan
ENSG00000009307	ENSG00000131652	0.185506	0.0475064	1	-nan
ENSG00000009307	ENSG00000131374	0.13643	0.0038116	1	-nan
ENSG00000009307	ENSG00000131368	0.361495	0.0520381	1	-nan
ENSG00000009307	ENSG00000131236	0.541427	0.110119	1	-nan
ENSG00000009307	ENSG00000130724	0.660038	0.0973796	1	-nan
ENSG00000009307	ENSG00000130396	0.350277	0.0574526	2	-nan
ENSG00000009307	ENSG00000130147	0.0793397	0.0244937	1	-nan
ENSG00000009307	ENSG00000129636	0.247609	0.0489007	1	-nan
ENSG00000009307	ENSG00000129128	0.402582	0.0846956	1	-nan
